diversity,diversity_label,branch_length_scale,scenario,scenario_label,replicate,seed,taxa,sites,tolerance,true_breakpoints,approach,predicted_breakpoints,tp,fp,fn,precision,recall,f1,exact_count,localization_mae,localization_rmse,interval_coverage,mean_interval_width,topology_rf,wall_ms,fasttree_fresh_fits,status,simulation_ms,scan_ms,hmm_ms,merge_ms,rate_invariant_fraction,rate_q10,rate_median,rate_q90,rate_maximum,mean_pairwise_distance,pairwise_distance_q10,pairwise_distance_q90,variable_site_fraction,parsimony_informative_fraction,complete_case_fraction,mean_events_per_triplet,median_events_per_triplet,events_per_triplet_q10,events_per_triplet_q90,eligible_triplet_fraction
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,2,23358230,9,3000,60,683;1538;2321,ranked-window,1942;2270;2244;1687;980;940;1094;2311;2297;994;1795;2556;2005;1780;1225;2645;1145;1442;2257;1616;2200;893;1913;2225;1715;529;495;1575;514;1212;1700;571;1260;1397;1055;1118;749;1888;2325;2488;1341;1857;1023;1039;2530;544;636;2472;604;2369;963;2445;791;2543;1186;2575;1986;2411;1636;1302;1242;1274;1663;877,3,61,0,0.046875,1,0.08955223880597014,false,29.333333333333332,34.61213659975356,,,,2.817725999993854,0,complete,25.983615000004647,2.817725999993854,134.0475429999933,16.799600999991526,0.08266666666666667,0.024691491710097466,0.49726351486118614,2.88616137907545,18.103617179661384,0.04128536592743833,0.030903236226169938,0.051491530881190614,0.12733333333333333,0.051,0.944,173.53571428571428,172.5,144.3,205.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,2,23358230,9,3000,60,683;1538;2321,local-hmm-merged,973;2257;1936;1212;514;1616;2556,0,7,3,0,0,0,false,,,0,64.85714285714286,,153.6648699999787,0,complete,25.983615000004647,2.817725999993854,134.0475429999933,16.799600999991526,0.08266666666666667,0.024691491710097466,0.49726351486118614,2.88616137907545,18.103617179661384,0.04128536592743833,0.030903236226169938,0.051491530881190614,0.12733333333333333,0.051,0.944,173.53571428571428,172.5,144.3,205.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,2,23358230,9,3000,60,683;1538;2321,stepwise-aicc,514;1212,0,2,3,0,0,0,false,,,0,96,0.071,5872.912587999977,26,complete,25.983615000004647,2.817725999993854,134.0475429999933,16.799600999991526,0.08266666666666667,0.024691491710097466,0.49726351486118614,2.88616137907545,18.103617179661384,0.04128536592743833,0.030903236226169938,0.051491530881190614,0.12733333333333333,0.051,0.944,173.53571428571428,172.5,144.3,205.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,2,23358230,9,3000,60,683;1538;2321,tree-hmm-aicc,,0,0,3,,0,0,false,,,,,0.11916666666666856,8785.12281499998,32,22 family trees; 10 unique topologies; 146 cached subset tests; 1 states; 0 refinements (not required); delta AICc 0.000; logL -6967.558 vs null -6967.558,25.983615000004647,2.817725999993854,134.0475429999933,16.799600999991526,0.08266666666666667,0.024691491710097466,0.49726351486118614,2.88616137907545,18.103617179661384,0.04128536592743833,0.030903236226169938,0.051491530881190614,0.12733333333333333,0.051,0.944,173.53571428571428,172.5,144.3,205.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,2,23358230,9,3000,60,683;1538;2321,oracle-aicc,683,1,0,2,1,0.3333333333333333,0.5,false,0,0,,,0.091,2368.5629210000043,9,complete,25.983615000004647,2.817725999993854,134.0475429999933,16.799600999991526,0.08266666666666667,0.024691491710097466,0.49726351486118614,2.88616137907545,18.103617179661384,0.04128536592743833,0.030903236226169938,0.051491530881190614,0.12733333333333333,0.051,0.944,173.53571428571428,172.5,144.3,205.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,2,23358230,9,3000,60,683;1538;2321,single-tree,,,,,,,,,,,,,0.11916666666666667,691.4316740000068,1,topology baseline,25.983615000004647,2.817725999993854,134.0475429999933,16.799600999991526,0.08266666666666667,0.024691491710097466,0.49726351486118614,2.88616137907545,18.103617179661384,0.04128536592743833,0.030903236226169938,0.051491530881190614,0.12733333333333333,0.051,0.944,173.53571428571428,172.5,144.3,205.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,3,23455639,9,3000,60,684;1522;2296,ranked-window,2376;1281;2287;1199;2350;2006;2251;2274;751;2629;2565;2483;1601;2092;2311;773;1087;2328;1252;1854;709;1977;1832;2606;2424;1472;2529;668;1795;2501;585;1525;1695;1152;2578;1644;1955;2031;301;2074;626;2552;644;537;1920,3,42,0,0.06666666666666667,1,0.125,false,9.333333333333334,10.739335795724674,,,,2.9939160000067204,0,complete,29.319882000010693,2.9939160000067204,250.92398600000888,9.269789000012679,0.07899999999999996,0.023655184725840744,0.44945207496953954,2.8560017865069818,18.06352803600791,0.04716576900014216,0.02731428984688524,0.06692510249052108,0.131,0.07233333333333333,0.9496666666666667,197.58333333333334,208,138,247.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,3,23455639,9,3000,60,684;1522;2296,local-hmm-merged,2311;749;1281;2031;2573;1525,2,4,1,0.3333333333333333,0.6666666666666666,0.4444444444444444,false,9,10.816653826391969,0.6666666666666666,96.33333333333333,,263.1876910000283,0,complete,29.319882000010693,2.9939160000067204,250.92398600000888,9.269789000012679,0.07899999999999996,0.023655184725840744,0.44945207496953954,2.8560017865069818,18.06352803600791,0.04716576900014216,0.02731428984688524,0.06692510249052108,0.131,0.07233333333333333,0.9496666666666667,197.58333333333334,208,138,247.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,3,23455639,9,3000,60,684;1522;2296,stepwise-aicc,,0,0,3,,0,0,false,,,,,0.17166666666666666,3496.7684110000264,13,complete,29.319882000010693,2.9939160000067204,250.92398600000888,9.269789000012679,0.07899999999999996,0.023655184725840744,0.44945207496953954,2.8560017865069818,18.06352803600791,0.04716576900014216,0.02731428984688524,0.06692510249052108,0.131,0.07233333333333333,0.9496666666666667,197.58333333333334,208,138,247.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,3,23455639,9,3000,60,684;1522;2296,tree-hmm-aicc,,0,0,3,,0,0,false,,,,,0.17166666666666944,6083.0743510000175,24,19 family trees; 5 unique topologies; 28 cached subset tests; 1 states; 0 refinements (not required); delta AICc 0.000; logL -7073.114 vs null -7073.114,29.319882000010693,2.9939160000067204,250.92398600000888,9.269789000012679,0.07899999999999996,0.023655184725840744,0.44945207496953954,2.8560017865069818,18.06352803600791,0.04716576900014216,0.02731428984688524,0.06692510249052108,0.131,0.07233333333333333,0.9496666666666667,197.58333333333334,208,138,247.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,3,23455639,9,3000,60,684;1522;2296,oracle-aicc,,0,0,3,,0,0,false,,,,,0.17166666666666666,1909.5672290000075,7,complete,29.319882000010693,2.9939160000067204,250.92398600000888,9.269789000012679,0.07899999999999996,0.023655184725840744,0.44945207496953954,2.8560017865069818,18.06352803600791,0.04716576900014216,0.02731428984688524,0.06692510249052108,0.131,0.07233333333333333,0.9496666666666667,197.58333333333334,208,138,247.7,1
gard-low,GARD low-diversity regime (~5% target),0.12,three-break,3 breakpoints · 1 NNI each,3,23455639,9,3000,60,684;1522;2296,single-tree,,,,,,,,,,,,,0.17166666666666666,708.6595979999984,1,topology baseline,29.319882000010693,2.9939160000067204,250.92398600000888,9.269789000012679,0.07899999999999996,0.023655184725840744,0.44945207496953954,2.8560017865069818,18.06352803600791,0.04716576900014216,0.02731428984688524,0.06692510249052108,0.131,0.07233333333333333,0.9496666666666667,197.58333333333334,208,138,247.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,1,20260812,9,3000,60,,ranked-window,269;493;2573;315;1961;637;1944;2542;1347;2444;1518;1893;2590;2468;702;1879;1609;1186;2644;202;1466;420;2624;1272;623;2352;1442;2767;2663;1548;1860;2061;225;2851;2419;2123;834;1573;2498;1647;1594;2868;1843;914;512;2528;143;2385;2485;1988;87;403;1427;2315;1928;1532;2274;1158;2740;2261;1734;895;543;2091,0,64,0,0,,0,false,,,,,,33.23402000000351,0,complete,13.923502999998163,33.23402000000351,270.1124790000031,7.655101999989711,0.07633333333333336,0.022668795309222646,0.4741754840041479,2.768091356271851,16.674215621467106,0.235223754272345,0.1799682981688217,0.3017533509412986,0.481,0.3496666666666667,0.9446666666666667,820.8214285714286,825.5,662.9000000000001,933.4000000000001,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,1,20260812,9,3000,60,,local-hmm-merged,1886;1603;2651;1447;2481;415;210;1192;2099;635;796,0,11,0,0,,0,false,,,,35.72727272727273,,311.0016009999963,0,complete,13.923502999998163,33.23402000000351,270.1124790000031,7.655101999989711,0.07633333333333336,0.022668795309222646,0.4741754840041479,2.768091356271851,16.674215621467106,0.235223754272345,0.1799682981688217,0.3017533509412986,0.481,0.3496666666666667,0.9446666666666667,820.8214285714286,825.5,662.9000000000001,933.4000000000001,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,1,20260812,9,3000,60,,stepwise-aicc,,0,0,0,,,,true,,,,,0,7130.965064999997,23,complete,13.923502999998163,33.23402000000351,270.1124790000031,7.655101999989711,0.07633333333333336,0.022668795309222646,0.4741754840041479,2.768091356271851,16.674215621467106,0.235223754272345,0.1799682981688217,0.3017533509412986,0.481,0.3496666666666667,0.9446666666666667,820.8214285714286,825.5,662.9000000000001,933.4000000000001,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,1,20260812,9,3000,60,,tree-hmm-aicc,,0,0,0,,,,true,,,,,0,5819.104525999981,37,34 family trees; 3 unique topologies; 7 cached subset tests; 1 states; 0 refinements (not required); delta AICc 0.000; logL -16101.838 vs null -16101.838,13.923502999998163,33.23402000000351,270.1124790000031,7.655101999989711,0.07633333333333336,0.022668795309222646,0.4741754840041479,2.768091356271851,16.674215621467106,0.235223754272345,0.1799682981688217,0.3017533509412986,0.481,0.3496666666666667,0.9446666666666667,820.8214285714286,825.5,662.9000000000001,933.4000000000001,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,1,20260812,9,3000,60,,oracle-aicc,,0,0,0,,,,true,,,,,0,0,0,No true breakpoint candidates; FastTree skipped.,13.923502999998163,33.23402000000351,270.1124790000031,7.655101999989711,0.07633333333333336,0.022668795309222646,0.4741754840041479,2.768091356271851,16.674215621467106,0.235223754272345,0.1799682981688217,0.3017533509412986,0.481,0.3496666666666667,0.9446666666666667,820.8214285714286,825.5,662.9000000000001,933.4000000000001,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,1,20260812,9,3000,60,,single-tree,,,,,,,,,,,,,0,706.5175850000232,1,topology baseline,13.923502999998163,33.23402000000351,270.1124790000031,7.655101999989711,0.07633333333333336,0.022668795309222646,0.4741754840041479,2.768091356271851,16.674215621467106,0.235223754272345,0.1799682981688217,0.3017533509412986,0.481,0.3496666666666667,0.9446666666666667,820.8214285714286,825.5,662.9000000000001,933.4000000000001,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,2,20358221,9,3000,60,,ranked-window,2535;1720;1053;1812;2687;1883;2274;174;1452;1270;2570;2610;2400;688;2841;362;1799;2449;383;2858;728;2311;2651;1284;2374;465;1741;2294;2517;1385;313;1478;591;1848;1626;2666;1034;1077;2013;1526;205;806;554;708;247;2227;2728;2259;2347;261;136;1584;1149;1986;2808;1098;1365;2136;2242;2871;2929;2628;1346;1403,0,64,0,0,,0,false,,,,,,44.97156099998392,0,complete,24.056649999984074,44.97156099998392,293.23397999998997,4.227848000009544,0.07633333333333336,0.02462922988617211,0.5020636083366278,2.828620789917532,16.198044175692193,0.23521391733182945,0.1671425891454699,0.27348589079101054,0.4886666666666667,0.325,0.9586666666666667,815.7142857142857,818.5,743.1,886.6999999999999,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,2,20358221,9,3000,60,,local-hmm-merged,1727;177;2645;1046;1452;2311;1272;2844;707;374;1884;2142;554,0,13,0,0,,0,false,,,,30.076923076923077,,342.43338899998344,0,complete,24.056649999984074,44.97156099998392,293.23397999998997,4.227848000009544,0.07633333333333336,0.02462922988617211,0.5020636083366278,2.828620789917532,16.198044175692193,0.23521391733182945,0.1671425891454699,0.27348589079101054,0.4886666666666667,0.325,0.9586666666666667,815.7142857142857,818.5,743.1,886.6999999999999,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,2,20358221,9,3000,60,,stepwise-aicc,2645,0,1,0,0,,0,false,,,,46,0,9936.89889099999,39,complete,24.056649999984074,44.97156099998392,293.23397999998997,4.227848000009544,0.07633333333333336,0.02462922988617211,0.5020636083366278,2.828620789917532,16.198044175692193,0.23521391733182945,0.1671425891454699,0.27348589079101054,0.4886666666666667,0.325,0.9586666666666667,815.7142857142857,818.5,743.1,886.6999999999999,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,2,20358221,9,3000,60,,tree-hmm-aicc,,0,0,0,,,,true,,,,,0,6564.641395999992,44,40 family trees; 4 unique topologies; 15 cached subset tests; 1 states; 0 refinements (not required); delta AICc 0.000; logL -17008.489 vs null -17008.489,24.056649999984074,44.97156099998392,293.23397999998997,4.227848000009544,0.07633333333333336,0.02462922988617211,0.5020636083366278,2.828620789917532,16.198044175692193,0.23521391733182945,0.1671425891454699,0.27348589079101054,0.4886666666666667,0.325,0.9586666666666667,815.7142857142857,818.5,743.1,886.6999999999999,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,2,20358221,9,3000,60,,oracle-aicc,,0,0,0,,,,true,,,,,0,0,0,No true breakpoint candidates; FastTree skipped.,24.056649999984074,44.97156099998392,293.23397999998997,4.227848000009544,0.07633333333333336,0.02462922988617211,0.5020636083366278,2.828620789917532,16.198044175692193,0.23521391733182945,0.1671425891454699,0.27348589079101054,0.4886666666666667,0.325,0.9586666666666667,815.7142857142857,818.5,743.1,886.6999999999999,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,2,20358221,9,3000,60,,single-tree,,,,,,,,,,,,,0,902.4610709999979,1,topology baseline,24.056649999984074,44.97156099998392,293.23397999998997,4.227848000009544,0.07633333333333336,0.02462922988617211,0.5020636083366278,2.828620789917532,16.198044175692193,0.23521391733182945,0.1671425891454699,0.27348589079101054,0.4886666666666667,0.325,0.9586666666666667,815.7142857142857,818.5,743.1,886.6999999999999,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,3,20455630,9,3000,60,,ranked-window,2694;2768;2753;793;780;2585;2542;2632;1021;1118;1447;2463;2725;877;1154;2121;1002;2671;566;2787;2441;1195;2808;1051;2565;856;1912;1732;2018;764;915;1872;2740;1488;200;2528;219;1925;1218;108;2004;1548;2086;617;1955;2862;1243;1636;1690;2876;2174;2482;146;2708;391;1610;348;2651;1470;1503;969;655;1343;1577,0,64,0,0,,0,false,,,,,,10.851842000003671,0,complete,18.839707000006456,10.851842000003671,467.2809620000189,1.7406519999785814,0.08199999999999996,0.01732801663127462,0.49433492830349046,2.9063879246726825,17.500021938593402,0.24430147461776996,0.1723700000685744,0.2908515877760535,0.49366666666666664,0.3616666666666667,0.9483333333333334,837.25,854,726.8,906.6,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,3,20455630,9,3000,60,,local-hmm-merged,2783;861;2477;2108;2632;1912;1175;210;1497;1724;381;679,0,12,0,0,,0,false,,,,30.333333333333332,,479.87345600000117,0,complete,18.839707000006456,10.851842000003671,467.2809620000189,1.7406519999785814,0.08199999999999996,0.01732801663127462,0.49433492830349046,2.9063879246726825,17.500021938593402,0.24430147461776996,0.1723700000685744,0.2908515877760535,0.49366666666666664,0.3616666666666667,0.9483333333333334,837.25,854,726.8,906.6,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,3,20455630,9,3000,60,,stepwise-aicc,,0,0,0,,,,true,,,,,0,7195.044128000009,25,complete,18.839707000006456,10.851842000003671,467.2809620000189,1.7406519999785814,0.08199999999999996,0.01732801663127462,0.49433492830349046,2.9063879246726825,17.500021938593402,0.24430147461776996,0.1723700000685744,0.2908515877760535,0.49366666666666664,0.3616666666666667,0.9483333333333334,837.25,854,726.8,906.6,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,3,20455630,9,3000,60,,tree-hmm-aicc,,0,0,0,,,,true,,,,,0,5840.599970999989,40,37 family trees; 3 unique topologies; 7 cached subset tests; 1 states; 0 refinements (not required); delta AICc 0.000; logL -16756.733 vs null -16756.733,18.839707000006456,10.851842000003671,467.2809620000189,1.7406519999785814,0.08199999999999996,0.01732801663127462,0.49433492830349046,2.9063879246726825,17.500021938593402,0.24430147461776996,0.1723700000685744,0.2908515877760535,0.49366666666666664,0.3616666666666667,0.9483333333333334,837.25,854,726.8,906.6,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,3,20455630,9,3000,60,,oracle-aicc,,0,0,0,,,,true,,,,,0,0,0,No true breakpoint candidates; FastTree skipped.,18.839707000006456,10.851842000003671,467.2809620000189,1.7406519999785814,0.08199999999999996,0.01732801663127462,0.49433492830349046,2.9063879246726825,17.500021938593402,0.24430147461776996,0.1723700000685744,0.2908515877760535,0.49366666666666664,0.3616666666666667,0.9483333333333334,837.25,854,726.8,906.6,1
gard-high,GARD high-diversity regime (~25% target),1.2,null,No recombination,3,20455630,9,3000,60,,single-tree,,,,,,,,,,,,,0,840.2417849999911,1,topology baseline,18.839707000006456,10.851842000003671,467.2809620000189,1.7406519999785814,0.08199999999999996,0.01732801663127462,0.49433492830349046,2.9063879246726825,17.500021938593402,0.24430147461776996,0.1723700000685744,0.2908515877760535,0.49366666666666664,0.3616666666666667,0.9483333333333334,837.25,854,726.8,906.6,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,1,21260815,9,3000,60,1365,ranked-window,1696;1367;1845;1528;471;2365;1426;2044;1083;814;1542;794;54;292;1352;1992;1291;2688;579;2396;177;1107;672;2851;1055;2475;1572;740;1883;1155;1678;2489;2744;365;2645;1214;2662;1555;1646;193;1261;2432;2222;2068;379;2600;944;1810;1739;1482;1612;1314;1458;913;2770;1133;1201;1241;964;350;402;1627;145;1712,1,63,0,0.015625,1,0.03076923076923077,false,2,2,,,,11.1934000000183,0,complete,12.808733999991091,11.1934000000183,411.1789109999954,2.086490000016056,0.07733333333333337,0.022308474134905713,0.5300278362769797,2.8333748325003336,14.799672697883807,0.21626463145532387,0.16430595864320696,0.27069475842680346,0.475,0.297,0.9563333333333334,767.7619047619048,786,661.3,852.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,1,21260815,9,3000,60,1365,local-hmm-merged,1107;1363;1547;1698;1849;794;369;2692;2054;2479;2846;187;944;568,1,13,0,0.07142857142857142,1,0.13333333333333333,false,2,2,1,33.42857142857143,,424.4588010000298,0,complete,12.808733999991091,11.1934000000183,411.1789109999954,2.086490000016056,0.07733333333333337,0.022308474134905713,0.5300278362769797,2.8333748325003336,14.799672697883807,0.21626463145532387,0.16430595864320696,0.27069475842680346,0.475,0.297,0.9563333333333334,767.7619047619048,786,661.3,852.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,1,21260815,9,3000,60,1365,stepwise-aicc,1363,1,0,0,1,1,1,true,2,2,1,22,0.0001111111111111111,11009.762992000033,42,complete,12.808733999991091,11.1934000000183,411.1789109999954,2.086490000016056,0.07733333333333337,0.022308474134905713,0.5300278362769797,2.8333748325003336,14.799672697883807,0.21626463145532387,0.16430595864320696,0.27069475842680346,0.475,0.297,0.9563333333333334,767.7619047619048,786,661.3,852.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,1,21260815,9,3000,60,1365,tree-hmm-aicc,1371,1,0,0,1,1,1,true,6,6,1,67,0.0006274007004327823,14172.047447000019,60,43 family trees; 11 unique topologies; 3 cached subset tests; 2 states; 2 refinements (converged); delta AICc 355.731; logL -16073.606 vs null -16269.881,12.808733999991091,11.1934000000183,411.1789109999954,2.086490000016056,0.07733333333333337,0.022308474134905713,0.5300278362769797,2.8333748325003336,14.799672697883807,0.21626463145532387,0.16430595864320696,0.27069475842680346,0.475,0.297,0.9563333333333334,767.7619047619048,786,661.3,852.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,1,21260815,9,3000,60,1365,oracle-aicc,1365,1,0,0,1,1,1,true,0,0,,,0,1189.63715699999,3,complete,12.808733999991091,11.1934000000183,411.1789109999954,2.086490000016056,0.07733333333333337,0.022308474134905713,0.5300278362769797,2.8333748325003336,14.799672697883807,0.21626463145532387,0.16430595864320696,0.27069475842680346,0.475,0.297,0.9563333333333334,767.7619047619048,786,661.3,852.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,1,21260815,9,3000,60,1365,single-tree,,,,,,,,,,,,,0.09083333333333334,816.1042930000112,1,topology baseline,12.808733999991091,11.1934000000183,411.1789109999954,2.086490000016056,0.07733333333333337,0.022308474134905713,0.5300278362769797,2.8333748325003336,14.799672697883807,0.21626463145532387,0.16430595864320696,0.27069475842680346,0.475,0.297,0.9563333333333334,767.7619047619048,786,661.3,852.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,2,21358224,9,3000,60,1368,ranked-window,2765;2747;2784;2849;264;781;1467;1268;1813;284;1297;168;556;2365;1945;1392;2337;1862;123;2211;1723;2870;192;657;675;1707;2883;1567;689;836;1915;1219;1282;2906;2291;1185;570;755;330;209;809;605;1454;1408;1759;740;379;2830;1318;2652;2624;2667;2921;2483;1436;2193;1170;2137;1371;1515;1618;1985;2243;2005,1,63,0,0.015625,1,0.03076923076923077,false,3,3,,,,5.609167999995407,0,complete,28.644014000019524,5.609167999995407,477.1066980000178,9.85962999999174,0.08366666666666667,0.02418705354512291,0.47195760581314317,2.8162121477996513,16.86269132406329,0.2229078247551197,0.15379940352228955,0.2744169499113718,0.458,0.3263333333333333,0.9396666666666667,784.6666666666666,810.5,676.3,866.5,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,2,21358224,9,3000,60,1368,local-hmm-merged,2776;1270;1814;600;176;1423;781;333;2201;2362;2624;1991,1,11,0,0.08333333333333333,1,0.15384615384615385,false,55,55,0,31.583333333333332,,492.57549600000493,0,complete,28.644014000019524,5.609167999995407,477.1066980000178,9.85962999999174,0.08366666666666667,0.02418705354512291,0.47195760581314317,2.8162121477996513,16.86269132406329,0.2229078247551197,0.15379940352228955,0.2744169499113718,0.458,0.3263333333333333,0.9396666666666667,784.6666666666666,810.5,676.3,866.5,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,2,21358224,9,3000,60,1368,stepwise-aicc,1423;2776,1,1,0,0.5,1,0.6666666666666666,false,55,55,0,33.5,0.0030555555555555553,10959.52515999999,41,complete,28.644014000019524,5.609167999995407,477.1066980000178,9.85962999999174,0.08366666666666667,0.02418705354512291,0.47195760581314317,2.8162121477996513,16.86269132406329,0.2229078247551197,0.15379940352228955,0.2744169499113718,0.458,0.3263333333333333,0.9396666666666667,784.6666666666666,810.5,676.3,866.5,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,2,21358224,9,3000,60,1368,tree-hmm-aicc,1396,1,0,0,1,1,1,true,28,28,1,113,0.0020880475475043504,8665.95000100002,46,37 family trees; 6 unique topologies; 3 cached subset tests; 2 states; 1 refinements (converged); delta AICc 91.706; logL -15601.110 vs null -15665.372,28.644014000019524,5.609167999995407,477.1066980000178,9.85962999999174,0.08366666666666667,0.02418705354512291,0.47195760581314317,2.8162121477996513,16.86269132406329,0.2229078247551197,0.15379940352228955,0.2744169499113718,0.458,0.3263333333333333,0.9396666666666667,784.6666666666666,810.5,676.3,866.5,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,2,21358224,9,3000,60,1368,oracle-aicc,1368,1,0,0,1,1,1,true,0,0,,,0,1250.7704360000207,3,complete,28.644014000019524,5.609167999995407,477.1066980000178,9.85962999999174,0.08366666666666667,0.02418705354512291,0.47195760581314317,2.8162121477996513,16.86269132406329,0.2229078247551197,0.15379940352228955,0.2744169499113718,0.458,0.3263333333333333,0.9396666666666667,784.6666666666666,810.5,676.3,866.5,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,2,21358224,9,3000,60,1368,single-tree,,,,,,,,,,,,,0.09066666666666667,1731.5539320000098,1,topology baseline,28.644014000019524,5.609167999995407,477.1066980000178,9.85962999999174,0.08366666666666667,0.02418705354512291,0.47195760581314317,2.8162121477996513,16.86269132406329,0.2229078247551197,0.15379940352228955,0.2744169499113718,0.458,0.3263333333333333,0.9396666666666667,784.6666666666666,810.5,676.3,866.5,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,3,21455633,9,3000,60,1436,ranked-window,1437;554;1012;2382;1482;1779;2358;380;1025;1902;2508;2403;987;1466;2699;394;2542;202;2879;1714;110;2066;1869;354;2821;1205;1818;1968;1586;2260;632;167;1222;505;2897;2625;1561;1516;1947;1153;1538;419;2173;134;1619;2005;91;612;1793;1642;832;1407;1140;2684;1359;1728;1051;1377;1503;1981;461;1393;598;875,1,63,0,0.015625,1,0.03076923076923077,false,1,1,,,,5.818232999998145,0,complete,25.404429999995045,5.818232999998145,314.3730789999827,6.431524999992689,0.08366666666666667,0.021305982618328043,0.47384824076616916,2.803406453024635,17.068508117474533,0.2298592759256148,0.16517820628082486,0.27036617537420427,0.47,0.3626666666666667,0.948,804.5595238095239,808,731.9,876.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,3,21455633,9,3000,60,1436,local-hmm-merged,1443;1016;545;1786;2364;390;2529;1968;2821;1212;2173;1631;832;202,1,13,0,0.07142857142857142,1,0.13333333333333333,false,7,7,1,30.571428571428573,,326.6228369999735,0,complete,25.404429999995045,5.818232999998145,314.3730789999827,6.431524999992689,0.08366666666666667,0.021305982618328043,0.47384824076616916,2.803406453024635,17.068508117474533,0.2298592759256148,0.16517820628082486,0.27036617537420427,0.47,0.3626666666666667,0.948,804.5595238095239,808,731.9,876.7,1
gard-high,GARD high-diversity regime (~25% target),1.2,one-break,1 breakpoint · 1 NNI,3,21455633,9,3000,60,1436,stepwise-aicc,1016;1212;1443,1,2,0,0.3333333333333333,1,0.5,false,7,7,1,29,0.0003888888888888888,10664.873371999973,47,complete,25.404429999995045,5.818232999998145,314.3730789999827,6.431524999992689,0.08366666666666667,0.021305982618328043,0.47384824076616916,2.803406453024635,17.068508117474533,0.2298592759256148,0.16517820628082486,0.27036617537420427,0.47,0.3626666666666667,0.948,804.5595238095239,808,731.9,876.7,1
